segmentData1,segmentData2,segmentData3,segmentData4,segmentData5,segmentData6,segmentData7,segmentData8,segmentData9,segmentData10,segmentData11,segmentData12,segmentData13,segmentData14,segmentData15,segmentData16,segmentData17,segmentData18,segmentData19,segmentData20,segmentData21,segmentData22,segmentData23,segmentData24,segmentData25,segmentData26,segmentData27,segmentData28,segmentData29,segmentData30,segmentData31,segmentData32,segmentData33,segmentData34,segmentData35,segmentData36,segmentData37,segmentData38,segmentData39,segmentData40,segmentData41,segmentData42,segmentData43,segmentData44,segmentData45,segmentData46,segmentData47,segmentData48,segmentData49,segmentData50,segmentData51,segmentData52,segmentData53,segmentData54,segmentData55,segmentData56,segmentData57,segmentData58,segmentData59,segmentData60,segmentData61,segmentData62,segmentData63,segmentData64,labels
-65.64673,-23.67705,-25.38658,-21.20983,-19.02928,-12.88715,-44.62904,-62.11795,-24.21844,-24.62989,-37.20379,-23.39271,-21.80813,-31.42071,-16.87049,-24.05017,-31.5161,-34.27734,-31.19416,-42.42066,-30.5543,-109.4896,-88.53067,-131.1315,-55.67529,-56.75532,-54.55309,-72.16251,-104.8811,-27.37113,-35.10767,-34.3194,-37.49314,-36.03635,-36.93967,-32.73444,-57.78023,-90.71094,-28.30548,-40.01004,-5.975105,-17.85446,0.6790689,-43.11436,-4.857311,-42.12592,-7.410979,-19.81526,-48.98981,-49.5847,-50.7259,-51.22545,-49.42743,-54.61195,-46.9482,-40.9897,-44.75586,-72.61439,-79.40411,-100.2836,-52.83366,-57.92484,-127.1232,-24.41816,TASK1T0
-55.383,-17.17864,-19.38574,-21.69092,-25.25163,-27.15967,-58.14281,-56.04412,-25.2807,-28.69346,-46.07696,-35.87467,-35.62901,-47.78773,-22.56403,-32.76143,-43.84635,-43.81042,-42.41946,-55.07658,-41.65929,-92.85966,-79.45532,-128.9236,-44.94661,-46.76641,-47.14684,-70.38401,-105.7257,-20.4067,-11.46289,-34.57238,-29.41587,-31.66108,-36.50405,-29.76933,-65.94659,-91.02723,-12.04223,-50.95849,9.951688,-39.42086,-8.191358,-15.96495,-22.70803,-53.71533,-28.25233,-39.09727,-65.72128,-64.18954,-65.28783,-62.54629,-62.85441,-61.39886,-52.80035,-54.60807,-60.74933,-81.26384,-87.55315,-98.80663,-61.37458,-68.00621,-146.3126,-37.65118,TASK1T0
-52.96566,-12.13846,-17.51364,-24.34356,-27.73345,-30.77341,-63.49754,-58.07515,-24.34449,-32.13829,-52.21405,-39.81201,-44.92546,-54.55018,-40.54145,-38.75771,-49.6921,-52.54268,-53.66136,-65.21535,-51.3584,-105.8821,-78.1242,-125.495,-46.38087,-47.81924,-49.76423,-74.12657,-103.558,-21.23064,-10.07557,-40.82505,-34.84962,-33.6747,-43.21608,-39.4346,-73.10436,-90.02351,-23.86171,-60.68112,-34.82178,-61.50681,-20.5363,-8.66813,-33.40205,-57.21644,-37.09477,-43.91749,-64.08375,-69.8385,-69.45632,-69.6637,-64.97233,-65.7254,-52.16911,-56.52811,-63.61385,-82.86272,-88.51952,-92.64769,-66.30415,-70.67546,-145.798,-35.40105,TASK1T0
-61.03238,-25.97473,-30.28598,-34.11087,-35.24999,-39.66929,-67.81245,-67.1777,-36.94443,-40.00684,-57.5079,-46.67244,-51.59908,-63.11994,-35.41972,-43.60875,-53.26114,-54.89731,-58.33804,-72.29713,-59.3321,-117.0814,-87.43287,-134.5492,-56.09052,-57.16238,-57.57597,-81.98248,-113.741,-20.13184,-28.49548,-43.25348,-41.83279,-42.5308,-48.3583,-45.13989,-71.50022,-100.288,-28.2752,-56.62692,-22.08846,-26.55929,-5.091959,-30.54711,-5.618398,-63.7329,-5.973237,-33.9086,-66.27084,-72.1387,-72.22344,-74.05644,-72.47899,-73.56807,-63.50665,-41.10374,-54.25334,-86.02308,-96.88902,-105.0446,-60.31286,-62.40917,-137.1759,-22.49628,TASK1T0
-70.07365,-33.23919,-34.30723,-39.48536,-36.48094,-38.44746,-66.69049,-73.75859,-47.31253,-47.54778,-60.52189,-51.73429,-54.71168,-62.06071,-35.56916,-54.54531,-61.04761,-61.49195,-63.37823,-78.8251,-64.32278,-95.36238,-77.23258,-125.8802,-48.825,-49.79031,-50.38455,-72.37849,-103.6402,-24.40649,-14.24214,-43.07284,-34.64285,-38.8094,-44.54945,-40.05798,-67.72465,-97.56956,-23.41628,-60.78122,8.193827,-58.97542,-7.470293,-25.54303,-29.64424,-75.35699,-37.81827,-55.32239,-84.20441,-86.33952,-83.23322,-85.5377,-85.23462,-83.9487,-72.07126,-72.22793,-80.18295,-101.8684,-107.1051,-112.9775,-63.17516,-71.03519,-145.9538,-27.56461,TASK1T0
-62.21744,-26.45693,-30.34412,-38.65307,-46.73989,-51.01641,-83.63155,-74.11189,-49.28465,-49.29017,-67.32771,-60.67742,-64.94245,-76.21915,-62.39119,-63.32809,-71.68497,-69.9828,-72.82274,-87.43108,-71.91378,-118.3687,-91.60671,-137.6404,-69.6254,-68.92757,-59.83912,-81.80953,-118.8805,-44.09236,-13.01957,-48.55746,-40.50021,-47.05888,-56.39956,-51.16625,-81.86098,-101.225,-41.45866,-68.00641,-28.34304,-64.62823,-49.62928,-17.51725,-60.50978,-64.17483,-72.55203,-72.17377,-90.38034,-90.54259,-86.57861,-84.02435,-79.0242,-72.31741,-53.33035,-91.89614,-90.61213,-99.18262,-95.50587,-90.12859,-84.91581,-84.64873,-155.6319,-43.71134,TASK1T0
-67.74197,-26.97362,-36.73711,-51.0174,-54.07784,-58.04593,-79.65848,-75.35006,-47.47233,-55.09409,-78.50095,-66.33279,-68.36076,-74.84223,-57.57534,-62.50451,-73.79275,-76.14951,-78.07575,-88.519,-69.57226,-104.7805,-79.66961,-125.105,-47.73004,-51.7442,-52.68423,-74.972,-101.6259,-14.29615,-12.01142,-43.60233,-37.78954,-43.3144,-50.91179,-45.27244,-71.27496,-96.59312,-16.71539,-60.43803,-38.88004,-45.08236,-25.32344,-10.81481,-36.01517,-67.63697,-46.01525,-61.83131,-85.42329,-93.23605,-90.38491,-88.64004,-84.7551,-78.4243,-60.25421,-74.22734,-84.28306,-102.3124,-106.0467,-105.434,-91.61107,-84.3121,-156.1619,-48.92002,TASK1T0
-56.79618,-25.06623,-33.39932,-46.86829,-45.04594,-52.13398,-75.01321,-75.10175,-49.83149,-57.04605,-72.84457,-66.1526,-73.01331,-79.56232,-60.41822,-70.92531,-78.88978,-78.81229,-83.89983,-98.15948,-81.0617,-107.1781,-84.1973,-133.2587,-43.74125,-43.51705,-52.24913,-75.28505,-107.6379,-23.57234,-6.739737,-44.79138,-36.2958,-42.11825,-51.59935,-47.33049,-73.6134,-100.7866,-40.6257,-72.60867,-34.18218,-78.72564,-35.66714,-18.40158,-52.41412,-83.47082,-63.75283,-80.51189,-102.5715,-111.0621,-106.0668,-108.2962,-106.1298,-101.8509,-87.6077,-90.6441,-100.888,-121.2843,-124.1394,-122.686,-91.6227,-87.43143,-161.2937,-49.61883,TASK1T0
-80.39978,-44.28165,-47.07605,-55.80741,-64.71636,-72.8436,-98.50642,-97.26595,-71.3894,-72.30029,-91.84804,-89.56741,-94.07508,-102.2165,-86.23557,-91.35641,-95.58868,-95.65299,-103.747,-119.9739,-104.0539,-139.5918,-104.3784,-151.5736,-95.02328,-94.23261,-76.40037,-98.00922,-129.7406,-56.12983,-39.93473,-66.8557,-59.39419,-65.95828,-77.1321,-75.66579,-98.74345,-121.3438,-48.3367,-89.83411,-41.96673,-86.77393,-42.52263,-21.81067,-68.37772,-108.8624,-77.05882,-89.73347,-114.0343,-120.3977,-114.2888,-116.2793,-111.3427,-107.5084,-91.791,-104.2766,-110.9948,-124.2502,-125.8735,-120.251,-97.71062,-94.97159,-163.429,-53.49055,TASK1T0
-95.25169,-55.52494,-60.24703,-74.88155,-79.44338,-82.0066,-103.4636,-100.5389,-75.28348,-78.74296,-98.02635,-87.73428,-93.92428,-97.91946,-73.1963,-87.44764,-95.61543,-95.87641,-99.61213,-114.7315,-95.64822,-122.9105,-88.21778,-125.3165,-72.59225,-75.72484,-62.45761,-80.15763,-110.042,-34.28033,-29.22744,-54.66241,-44.58064,-52.28529,-59.441,-54.43555,-78.05177,-104.2699,-42.66392,-72.03806,-35.77589,-53.68984,-43.08161,-21.9667,-59.46682,-87.64142,-73.21566,-81.83009,-102.4464,-107.9239,-103.3674,-102.9742,-97.94257,-91.10684,-69.56421,-96.53625,-101.017,-116.3698,-114.0894,-110.4028,-102.8434,-99.15194,-166.8299,-56.24196,TASK1T0
