segmentData1,segmentData2,segmentData3,segmentData4,segmentData5,segmentData6,segmentData7,segmentData8,segmentData9,segmentData10,segmentData11,segmentData12,segmentData13,segmentData14,segmentData15,segmentData16,segmentData17,segmentData18,segmentData19,segmentData20,segmentData21,segmentData22,segmentData23,segmentData24,segmentData25,segmentData26,segmentData27,segmentData28,segmentData29,segmentData30,segmentData31,segmentData32,segmentData33,segmentData34,segmentData35,segmentData36,segmentData37,segmentData38,segmentData39,segmentData40,segmentData41,segmentData42,segmentData43,segmentData44,segmentData45,segmentData46,segmentData47,segmentData48,segmentData49,segmentData50,segmentData51,segmentData52,segmentData53,segmentData54,segmentData55,segmentData56,segmentData57,segmentData58,segmentData59,segmentData60,segmentData61,segmentData62,segmentData63,segmentData64,labels
-132.0205,-117.4684,-107.5954,-125.1502,-113.5341,-88.69845,-63.61476,-90.73029,-130.026,-133.7686,-147.3416,-92.09158,-97.29285,-61.53247,-119.5036,-134.5997,-128.7647,-124.5334,-102.5654,-93.87059,-55.09205,-123.0348,-106.6917,-99.12335,-130.1353,-131.9943,-91.10743,-101.1329,-110.7324,-112.3734,-127.6248,-107.2173,-95.72572,-108.7704,-105.052,-121.8507,-77.97371,-50.21842,-93.82381,-54.86354,-73.17613,-35.65184,-71.48695,-3.080915,-94.57637,-31.97274,-94.42319,-105.9484,-119.7516,-109.0414,-100.1603,-88.73754,-79.18289,-57.54175,-42.27726,-99.11216,-110.0618,-91.82513,-70.56512,-47.63812,-119.5708,-95.04996,-89.19643,59.9961,TASK4T0
-117.0736,-112.725,-109.3996,-132.0455,-121.8713,-97.17677,-70.5169,-71.50034,-119.0263,-123.0152,-141.7985,-93.05972,-97.84468,-68.27141,-91.96103,-112.6889,-112.1646,-110.3978,-89.63934,-83.48883,-49.70707,-122.7915,-109.505,-107.679,-125.8169,-125.973,-91.7021,-102.0932,-111.9116,-107.2474,-119.9936,-104.9085,-93.21629,-110.9512,-109.0214,-124.9525,-85.52038,-55.16888,-91.34074,-55.40659,-91.3529,-72.66368,-61.27801,-18.03721,-69.50875,-18.08047,-74.2891,-89.55299,-106.8148,-94.3335,-84.72488,-73.46964,-65.64812,-47.42243,-35.74556,-93.9189,-106.2472,-81.09171,-57.00977,-39.55813,-111.995,-81.67505,-69.93782,66.53528,TASK4T0
-122.7358,-107.2512,-94.47343,-121.1236,-114.0044,-94.28579,-74.2928,-85.14671,-118.3473,-114.8799,-125.773,-84.97446,-97.32039,-75.12824,-105.6109,-118.0154,-110.5333,-105.3615,-91.41898,-88.08786,-60.26283,-127.1936,-115.5221,-119.8967,-130.3079,-130.482,-87.21944,-98.62039,-119.4666,-106.5331,-123.9915,-101.1127,-86.24857,-98.88558,-100.7815,-118.0838,-75.82278,-57.64639,-89.04133,-49.5489,-73.82533,-47.19447,-49.51736,-8.826405,-67.76447,-38.74043,-83.51946,-97.07591,-113.6598,-106.6438,-97.8047,-85.47237,-81.91676,-61.01212,-51.91552,-87.6834,-104.7702,-92.62035,-69.50263,-54.6907,-111.6132,-84.80156,-70.13463,62.80944,TASK4T0
-104.1483,-100.1718,-85.21104,-100.9394,-97.61238,-84.9689,-70.22659,-70.38481,-109.7776,-109.9215,-123.2695,-72.68373,-92.89864,-63.71299,-99.94991,-113.9564,-108.6391,-106.452,-92.02677,-86.79554,-52.37893,-114.7089,-94.33824,-92.84191,-107.66,-108.8281,-71.27974,-78.93303,-107.4074,-82.89549,-96.62329,-89.04707,-75.58949,-86.57542,-85.88863,-103.4763,-64.85506,-51.56629,-86.02753,-72.20181,-44.20148,-21.57822,-49.19721,0.4938444,-63.23016,-26.69698,-67.7172,-87.41348,-108.6863,-106.5838,-100.9205,-91.36572,-82.59323,-61.22155,-46.06232,-80.21039,-97.493,-96.15321,-71.92134,-51.01091,-107.9551,-85.27651,-74.36539,67.19095,TASK4T0
-100.2197,-99.2674,-95.82897,-112.908,-104.1271,-85.2272,-58.93307,-69.74712,-111.7596,-121.1237,-137.1486,-89.56525,-97.97942,-64.39277,-94.84105,-119.6494,-118.7048,-121.0703,-105.5251,-98.63416,-62.35751,-104.9915,-93.49426,-94.14228,-106.5806,-109.008,-77.92749,-90.6507,-109.5377,-96.10562,-99.11626,-93.84441,-82.50809,-98.49741,-96.70992,-116.0118,-77.71068,-54.61996,-72.25962,-67.67253,-66.90038,-53.57033,-51.67777,-17.51328,-67.73039,-37.69907,-79.62436,-97.66218,-120.9223,-113.6777,-109.7769,-99.71265,-92.62772,-72.06252,-56.91432,-94.08062,-110.5095,-101.4832,-80.34921,-65.3084,-109.1254,-85.60912,-77.39768,67.87669,TASK4T0
-106.4369,-99.28474,-93.74657,-115.3788,-110.9091,-96.40939,-75.01163,-72.40668,-109.7335,-120.5906,-140.5964,-100.3395,-105.052,-77.25188,-99.93136,-118.0117,-119.3807,-124.9634,-110.5896,-104.7915,-73.42262,-97.46277,-90.80998,-97.10748,-107.3938,-109.3285,-76.63316,-95.88273,-111.8765,-96.09485,-120.2401,-100.335,-84.23247,-96.51913,-99.83287,-117.2924,-81.37083,-57.39713,-79.55656,-43.85828,-82.054,-61.74192,-40.60534,-25.4746,-75.72366,-54.62554,-92.1889,-106.3459,-129.3686,-125.2326,-123.4183,-115.4824,-111.6284,-89.8751,-80.05691,-100.1357,-118.9384,-114.0843,-100.4792,-85.49615,-115.1915,-92.02673,-81.64906,58.8159,TASK4T0
-105.543,-105.6257,-95.42284,-113.7758,-119.281,-105.9614,-86.88714,-77.48447,-116.5996,-123.6761,-142.5045,-104.148,-116.5662,-88.14433,-104.5542,-121.0243,-121.8185,-124.068,-116.8043,-114.007,-81.1516,-94.75455,-88.24561,-93.78014,-104.8212,-105.1311,-76.26839,-84.14933,-105.5337,-85.94023,-112.5496,-100.2421,-87.75608,-96.43615,-100.0254,-118.9067,-77.51246,-54.18903,-86.74089,-65.31394,-61.43347,-72.91477,-46.37165,-12.64167,-66.59343,-47.08321,-78.08335,-93.57903,-114.2337,-113.7568,-112.2404,-109.5607,-105.932,-87.56914,-72.12235,-79.94101,-100.485,-106.2588,-96.03282,-81.58326,-109.0422,-90.44234,-78.35258,62.29019,TASK4T0
-104.6422,-106.4314,-96.25304,-110.5366,-111.3859,-102.4087,-83.61332,-69.59223,-105.3414,-110.4462,-123.9726,-91.12931,-110.7803,-85.03177,-90.16178,-106.2628,-107.342,-107.1848,-103.8273,-103.7868,-77.60556,-111.2544,-98.17887,-103.7423,-106.843,-109.968,-81.15144,-92.94778,-115.8013,-79.47093,-103.8057,-99.43636,-85.9833,-95.84189,-99.95065,-119.5286,-80.91877,-62.63164,-70.97955,-69.93746,-55.533,-53.10381,-31.52363,-7.618542,-42.32546,-42.55064,-54.26704,-81.54285,-105.7131,-106.5872,-106.8876,-105.612,-103.0974,-85.29488,-72.91557,-76.22562,-97.9879,-107.5633,-95.65479,-89.08024,-103.0495,-87.90604,-81.63654,64.09452,TASK4T0
-89.69663,-91.33652,-82.70401,-91.63547,-93.04501,-86.37469,-72.99512,-62.28926,-98.5684,-103.8419,-115.5097,-76.50324,-94.94962,-69.27113,-86.95127,-108.5137,-106.7458,-108.6235,-101.1382,-96.99471,-70.86114,-99.56001,-87.22832,-89.42427,-89.30447,-92.60976,-64.28681,-78.47721,-107.8606,-75.78534,-101.7757,-89.66243,-74.44473,-82.33112,-84.9168,-104.5196,-69.7448,-54.11229,-58.13185,-56.00651,-47.40892,-31.56188,-28.36447,-27.95647,-62.34227,-34.8979,-80.91155,-101.9725,-126.067,-126.0965,-122.1512,-114.4347,-108.3328,-87.03063,-71.35892,-96.19482,-118.1229,-119.4276,-98.65684,-80.8409,-107.7742,-91.861,-86.88648,61.39438,TASK4T0
-97.28275,-99.33939,-90.96863,-101.0813,-102.9077,-92.10114,-70.55328,-67.67425,-107.8816,-116.9146,-129.1451,-89.45448,-103.1341,-69.67198,-101.8361,-119.5709,-119.8562,-121.1593,-112.8767,-106.8515,-73.39321,-84.11258,-77.52721,-81.53372,-95.88905,-97.14542,-71.53375,-81.1532,-104.4802,-89.97229,-108.0921,-97.37394,-86.00256,-95.02493,-97.43897,-118.9771,-77.22322,-52.90184,-84.40079,-57.09193,-75.11637,-62.74656,-39.83579,-21.12031,-71.09416,-70.29404,-89.64355,-106.0843,-128.0098,-129.8335,-125.5826,-120.0994,-118.0995,-99.41605,-93.2037,-98.60005,-120.0404,-122.3808,-104.6056,-88.32468,-114.8019,-90.04091,-80.77712,65.33202,TASK4T0
