segmentData1,segmentData2,segmentData3,segmentData4,segmentData5,segmentData6,segmentData7,segmentData8,segmentData9,segmentData10,segmentData11,segmentData12,segmentData13,segmentData14,segmentData15,segmentData16,segmentData17,segmentData18,segmentData19,segmentData20,segmentData21,segmentData22,segmentData23,segmentData24,segmentData25,segmentData26,segmentData27,segmentData28,segmentData29,segmentData30,segmentData31,segmentData32,segmentData33,segmentData34,segmentData35,segmentData36,segmentData37,segmentData38,segmentData39,segmentData40,segmentData41,segmentData42,segmentData43,segmentData44,segmentData45,segmentData46,segmentData47,segmentData48,segmentData49,segmentData50,segmentData51,segmentData52,segmentData53,segmentData54,segmentData55,segmentData56,segmentData57,segmentData58,segmentData59,segmentData60,segmentData61,segmentData62,segmentData63,segmentData64,labels
-9.531276,8.266662,27.81394,56.25717,49.07845,34.42915,39.69052,-19.75295,14.57976,8.527879,33.88527,-7.242948,11.62004,31.15722,5.356511,-1.657926,-11.48488,-7.496534,8.98095,-36.43407,3.515563,55.99014,36.09446,60.25407,34.66116,-3.947543,31.87255,25.51398,38.1585,-9.582948,-27.67471,-7.348994,19.16022,51.83245,48.82958,44.55664,27.41847,67.20712,-9.861882,40.6414,18.79761,19.13119,-46.40314,26.01435,-30.91209,-35.98467,-5.451836,-12.30485,-16.43208,-23.87588,-23.57365,-27.55284,-24.69657,-4.900953,-5.262657,-19.53751,-10.51187,-30.9618,-28.97387,-29.27859,-12.22089,-28.73314,-26.77012,-35.71881,TASK1T0
-15.05906,0.938914,21.85721,46.54163,45.5087,32.59875,37.85587,-21.7295,12.94203,-1.229738,21.6608,-15.88343,4.769217,6.377606,4.730291,-2.079162,-13.11258,-11.11993,6.510243,-39.26553,3.52351,124.9599,95.80855,123.6818,106.4905,31.07027,51.17018,56.16183,73.11963,12.86034,4.060395,13.9787,31.72585,62.90529,66.41925,63.13987,54.42577,93.36058,-1.738237,42.00873,21.7031,31.05081,-49.64685,28.3137,-21.17183,-30.11222,-3.210124,-8.554647,-12.75142,-17.94691,-16.33417,-20.6264,-16.58977,3.815386,8.438552,-25.94357,-12.02669,-23.50887,-18.20277,-18.47242,-11.94585,-22.89062,-21.35653,-28.96697,TASK1T0
20.18769,27.65627,42.37051,62.25528,63.36421,50.59196,55.7437,-4.280127,35.22441,19.15474,42.1255,2.281032,17.27818,19.49849,12.21633,13.15026,-0.9033746,2.21576,22.39565,-23.22899,13.01389,214.0624,177.2447,217.225,198.729,105.6749,106.289,127.2324,143.868,63.50703,55.064,50.60531,70.88165,102.2435,108.9632,104.846,109.3193,138.4596,27.60722,74.60375,37.51877,83.83408,-30.7943,44.8194,-14.88981,-12.68219,1.043054,-6.257731,-4.540356,-5.383665,-9.441162,-9.787808,-5.775192,12.27994,14.94495,-22.0292,-6.371502,-17.72216,-13.3739,-12.01762,-6.648529,-15.74002,-13.33116,-23.60858,TASK1T0
52.16152,52.88273,65.22977,86.46372,89.35484,84.86366,89.92267,6.607983,48.29221,32.65171,58.38298,14.69024,35.45248,58.9657,22.72069,20.17156,7.620474,16.38983,31.39393,-12.01089,24.81613,254.9768,233.0924,272.3301,233.2235,146.6342,143.5409,188.2682,206.349,105.0286,84.91599,74.7986,89.96529,119.6425,139.1308,133.2002,154.1832,186.4216,42.5001,97.73057,28.406,105.7393,-28.27192,45.8433,-17.34279,-2.686527,1.97015,-4.680282,-6.407961,-8.262706,-8.661557,-11.0579,-5.491118,10.59932,13.40086,-18.42656,-4.526258,-18.50566,-13.49034,-15.19939,-1.697693,-12.25889,-9.475407,-21.10986,TASK1T0
37.78498,41.28783,57.50286,82.90821,88.9576,91.77663,97.80705,-13.81192,34.26418,21.92421,49.13448,12.89391,42.3328,70.20934,5.203291,7.646179,2.68488,10.54145,32.79811,-12.69576,32.73732,287.2231,274.4686,297.8351,260.2265,182.3167,168.3972,222.1252,238.7151,116.6267,106.0372,92.44978,102.9127,134.1414,164.038,160.1138,187.6169,206.6825,36.19848,98.19308,22.68011,46.4212,-38.86974,54.76281,-13.40606,4.153023,5.325042,-0.05534965,5.270014,2.803354,5.054257,3.085416,13.93002,32.94029,38.93611,-2.720823,11.41407,-2.372852,7.420703,8.28868,6.463744,-4.214785,-2.788599,-16.37104,TASK1T0
66.96169,76.66407,93.73,112.863,124.2236,115.0546,122.0716,24.58633,75.00119,56.76964,80.88786,42.21521,65.79516,58.36127,44.93617,50.71672,36.32774,40.91127,60.40189,14.59551,46.54738,361.406,327.6362,360.8463,357.2408,264.8644,229.102,283.4689,302.5189,202.0977,181.4388,158.4612,158.5194,185.3454,213.0384,209.8626,244.0285,256.1387,109.5848,120.4074,85.89851,88.04844,-10.07883,85.17958,23.12815,25.49547,29.04579,24.42693,28.34716,24.56851,23.60519,20.32461,25.45388,41.60839,44.36356,4.355694,16.68595,3.860251,14.28067,10.8453,17.86016,7.518686,9.318471,-6.793868,TASK1T0
129.43,113.5443,117.6363,130.3362,139.6807,141.062,146.0285,46.39648,94.64031,62.51321,87.15534,43.39986,68.76773,66.87833,45.98184,48.64043,31.49839,35.65481,56.86333,11.97579,46.81619,497.097,424.1338,488.1527,481.327,327.6573,278.869,355.2536,376.4221,261.7572,239.8553,193.4937,186.1432,209.0917,250.7211,246.2014,302.8567,317.4632,124.2272,152.0847,68.71878,168.4128,-3.602583,80.71316,13.06648,24.87294,21.99025,15.14543,20.22332,22.01018,20.41448,17.57455,23.071,40.74305,40.70875,-1.101909,13.17176,5.805607,14.44183,10.90783,20.05162,11.73843,13.23551,-2.892945,TASK1T0
138.2103,129.6378,135.4478,151.2869,166.6114,174.2973,180.2088,48.32289,104.0295,83.4759,110.1742,73.22404,98.93198,118.1846,51.62608,61.68179,54.63667,62.34827,86.77866,42.31652,81.21056,537.6521,520.9116,550.3552,500.6956,381.1432,334.7177,409.9316,427.9168,296.7011,291.7378,246.2948,239.1748,258.9473,301.2488,296.6058,353.6825,346.4365,147.2112,176.7113,86.16873,142.1072,11.67422,90.95065,37.98897,65.45525,44.46027,39.55501,52.27439,55.63963,54.49009,53.80893,63.64799,77.28632,76.24743,28.59681,44.2326,39.27982,51.34623,48.57253,32.62379,24.70713,27.33094,10.77765,TASK1T0
182.9185,179.2745,181.1602,197.314,211.3196,197.6113,203.5555,85.83601,141.0448,118.3726,148.0172,105.9926,133.7281,138.0881,82.28935,94.49812,86.62552,99.03616,115.8583,70.03465,100.4616,542.1388,527.2131,546.9816,524.391,460.2975,388.801,471.6378,492.7135,355.9377,339.3275,288.7401,279.3408,298.8339,341.8204,337.4776,399.1995,380.7632,192.471,188.2666,111.8732,125.722,37.25541,102.8914,59.98594,73.70496,58.01739,58.4377,71.34246,73.56954,74.39843,72.31696,82.59261,92.63692,88.52228,43.9341,60.71034,51.07065,67.17225,59.7378,51.22729,46.12084,46.91085,26.23006,TASK1T0
219.5215,204.1278,206.1259,219.7681,234.7579,229.2207,236.3096,100.7347,160.2166,133.7259,166.7783,123.1732,152.4516,141.9253,99.19366,108.1598,99.87684,113.3323,130.6811,85.11758,111.9231,588.0886,546.813,585.6841,573.4153,489.9817,419.2191,503.1775,520.3411,400.814,369.6363,319.7664,301.827,321.7273,374.8719,372.1435,445.0035,428.3069,213.8038,216.6045,119.4017,194.1477,37.88589,119.8956,71.74454,84.15108,64.56741,62.71061,73.90388,76.53767,77.30435,74.18513,81.61543,93.27132,91.50894,35.24718,50.55309,47.30172,61.97698,53.68862,60.32048,54.20639,55.87194,30.49813,TASK1T0
