segmentData1,segmentData2,segmentData3,segmentData4,segmentData5,segmentData6,segmentData7,segmentData8,segmentData9,segmentData10,segmentData11,segmentData12,segmentData13,segmentData14,segmentData15,segmentData16,segmentData17,segmentData18,segmentData19,segmentData20,segmentData21,segmentData22,segmentData23,segmentData24,segmentData25,segmentData26,segmentData27,segmentData28,segmentData29,segmentData30,segmentData31,segmentData32,segmentData33,segmentData34,segmentData35,segmentData36,segmentData37,segmentData38,segmentData39,segmentData40,segmentData41,segmentData42,segmentData43,segmentData44,segmentData45,segmentData46,segmentData47,segmentData48,segmentData49,segmentData50,segmentData51,segmentData52,segmentData53,segmentData54,segmentData55,segmentData56,segmentData57,segmentData58,segmentData59,segmentData60,segmentData61,segmentData62,segmentData63,segmentData64,labels
-265.4539,-59.5334,-216.901,-204.5381,-241.071,-215.9128,-248.5099,-288.0705,-189.8655,-216.5257,-215.5318,-233.4698,-108.3639,-70.21667,-424.3556,-176.6862,-201.8411,-152.1291,-171.9366,-128.2917,-159.54,-274.6565,-184.5253,-269.341,-258.6478,-358.1311,-272.743,-221.4807,-175.2349,-398.5487,-381.2218,-297.9383,-264.0597,-178.5813,-249.8354,-252.932,-151.8051,-216.8254,-413.024,-185.1599,-337.1919,-222.9785,-231.9872,-136.2953,-264.3579,-56.04322,-189.5777,-166.5803,-161.3255,-125.8015,-117.1241,-139.3681,-140.4096,-160.1655,-96.38551,-15.68159,-165.4601,-146.1082,-185.3884,-91.54988,-143.3964,-110.5455,-154.1003,-39.40326,TASK3T0
-264.8889,-53.59124,-221.5423,-197.8915,-236.2789,-212.6678,-232.5814,-249.4032,-160.3344,-190.7565,-195.6914,-210.3822,-94.91492,-119.0619,-375.1895,-133.3897,-160.5745,-104.5463,-127.2517,-89.8559,-130.5348,-243.8757,-155.4414,-236.5039,-214.6264,-337.1614,-261.7116,-195.348,-126.7623,-349.3275,-341.1031,-271.1604,-242.6269,-160.1281,-224.4293,-217.2128,-114.4214,-160.699,-380.5433,-130.4168,-303.4661,-174.1278,-182.4706,-99.33092,-196.1472,-9.512941,-149.5574,-165.8004,-105.0963,-68.31374,-65.97626,-85.0266,-83.99938,-108.3496,-53.50454,45.33802,-114.2289,-95.03086,-141.7849,-52.17716,-103.9225,-63.10503,-117.7315,-17.15274,TASK3T0
-250.1367,-44.25011,-208.2806,-185.6753,-220.9539,-201.4827,-223.5119,-266.3237,-173.9446,-181.8909,-182.6256,-200.2977,-90.01831,-67.81577,-382.5844,-159.7642,-159.0021,-106.0691,-134.4448,-104.2733,-139.0002,-265.6053,-177.9174,-262.8961,-280.2378,-345.2183,-284.2351,-228.4942,-169.0895,-395.1812,-359.5375,-288.0321,-264.51,-175.7541,-255.0006,-260.892,-171.3517,-200.1309,-413.5473,-163.317,-318.6071,-217.418,-214.0057,-129.783,-257.2534,-47.79251,-180.2134,-172.6669,-152.0999,-117.9604,-116.2461,-138.3612,-145.9722,-166.2765,-101.2956,-9.301078,-164.804,-144.1359,-192.5806,-94.28748,-142.9585,-116.8897,-172.8896,-57.38208,TASK3T0
-266.7036,-59.4424,-231.3063,-223.9208,-270.1437,-256.2691,-268.2024,-283.9772,-185.3946,-215.0976,-228.6302,-245.0047,-146.9627,-134.1996,-399.0191,-166.5669,-198.2426,-154.4994,-177.4052,-150.4687,-186.4348,-278.6636,-199.8732,-280.693,-230.7471,-365.4249,-281.1302,-259.2343,-192.6302,-370.4659,-425.0279,-275.0768,-255.7536,-172.1262,-250.0334,-247.9798,-155.6942,-226.856,-387.2811,-177.6253,-336.0034,-200.5582,-216.2237,-125.6982,-270.1325,-38.45454,-149.1178,-148.9193,-119.6506,-86.42759,-84.79016,-105.2438,-124.9851,-142.236,-76.32613,25.31526,-122.1845,-108.0652,-160.746,-71.15211,-107.4213,-81.44601,-130.1507,-20.94189,TASK3T0
-240.3313,-20.77658,-186.6877,-166.8502,-219.0932,-212.777,-227.0769,-245.8839,-149.9668,-158.6227,-165.5881,-193.2379,-107.2571,-99.15073,-372.4947,-122.9194,-136.9357,-90.24583,-122.4228,-89.04774,-134.0007,-252.2487,-166.7482,-260.6627,-217.8666,-324.5981,-257.0543,-184.1578,-182.2132,-379.4331,-286.334,-256.2833,-228.5219,-158.6038,-230.5312,-245.4258,-105.1697,-159.2226,-387.6724,-169.9383,-337.1858,-204.3693,-204.9996,-102.8146,-177.6561,-7.245412,-132.171,-164.8619,-102.3134,-79.01572,-79.02205,-103.1327,-103.3488,-126.2784,-65.37388,52.29964,-114.2936,-102.9674,-166.7247,-63.74062,-108.6724,-82.94232,-134.2573,-35.08307,TASK3T0
-257.1439,-45.24902,-220.4303,-198.8176,-247.1498,-241.1074,-259.7121,-273.0435,-180.5851,-197.0461,-200.2203,-214.5833,-119.5135,-126.3946,-391.3298,-162.6396,-174.0057,-110.1863,-140.8354,-114.5198,-146.7385,-261.9017,-183.0875,-263.8591,-249.0168,-358.4407,-295.4646,-261.4907,-191.6667,-386.6559,-378.6355,-279.4711,-269.1284,-186.2428,-266.9229,-273.2467,-222.7133,-199.4042,-399.5721,-149.0285,-331.6556,-194.6242,-219.8388,-125.0635,-249.9992,-30.22951,-142.0205,-147.0755,-138.8197,-106.4913,-104.512,-130.581,-140.8024,-144.2529,-75.45173,33.06552,-144.264,-135.6669,-177.9218,-75.92941,-123.322,-100.4611,-153.3784,-41.39541,TASK3T0
-281.4863,-63.26485,-232.6644,-211.6973,-246.558,-241.7862,-245.8647,-270.3326,-182.2009,-199.8094,-201.3491,-216.631,-125.1033,-115.4373,-377.761,-166.724,-168.1795,-114.1791,-138.9879,-110.6906,-142.0431,-261.9375,-168.3738,-270.6747,-229.7395,-340.3786,-269.3842,-201.528,-131.2838,-361.0839,-344.2094,-252.293,-253.2561,-162.1113,-228.0879,-226.156,-98.55503,-174.6032,-362.3532,-141.0552,-319.6243,-201.3601,-166.0714,-100.3523,-209.33,8.458454,-107.2081,-141.2699,-82.01881,-51.72718,-50.98875,-69.95104,-62.84824,-93.93442,-33.9024,86.03795,-88.31142,-69.37997,-132.8931,-42.9306,-78.13221,-54.0912,-111.686,-8.253643,TASK3T0
-216.2378,0.9748779,-168.6551,-140.3138,-190.9809,-185.5589,-207.8751,-214.7266,-124.2927,-124.1194,-136.4712,-148.2993,-66.19844,-54.82576,-321.95,-93.66692,-104.0708,-52.1078,-92.38167,-72.77184,-110.4117,-245.6327,-164.8389,-252.354,-203.0462,-317.3723,-254.5251,-227.5954,-225.5707,-344.8643,-335.3044,-236.4243,-234.0601,-149.6598,-228.6525,-233.3954,-149.6312,-216.1156,-381.6335,-153.2035,-324.5123,-170.5348,-185.9098,-106.0195,-190.2027,-0.3403587,-98.94846,-137.848,-75.22572,-57.73174,-64.85328,-99.95084,-106.743,-137.2265,-74.90998,75.97981,-102.9179,-101.695,-175.5025,-76.46864,-109.4143,-91.67681,-152.7705,-44.45271,TASK3T0
-227.1186,-21.04761,-207.9223,-191.0252,-247.1724,-247.9833,-253.5516,-243.1623,-153.6802,-178.2553,-191.5184,-215.7857,-146.7082,-156.6677,-372.9248,-152.5083,-159.5275,-106.7181,-143.9782,-134.6686,-167.5825,-266.5685,-191.6403,-284.8833,-200.9734,-341.0784,-282.9075,-242.1177,-178.5875,-369.0482,-336.1422,-253.854,-252.6669,-180.9556,-259.5897,-273.1348,-184.278,-167.2302,-381.8665,-175.5191,-338.729,-226.7867,-203.5292,-133.3045,-240.7438,-33.50322,-116.5863,-127.1455,-109.0681,-91.97616,-89.09752,-116.0307,-113.7096,-139.0489,-76.21815,61.78891,-126.8801,-106.9439,-171.2849,-62.81652,-109.5668,-95.90116,-141.143,-35.14474,TASK3T0
-251.4967,-24.81475,-203.7959,-185.7453,-238.707,-239.8088,-256.8119,-249.2328,-165.6085,-174.0781,-183.8054,-188.8412,-118.1863,-102.0669,-351.8261,-138.547,-142.606,-88.89936,-114.9838,-91.05471,-124.5439,-234.749,-151.9481,-254.7655,-192.733,-321.2988,-246.9528,-218.3009,-155.1311,-348.4354,-332.7346,-235.4367,-238.3235,-148.0559,-220.3416,-233.8362,-133.6026,-163.262,-355.6393,-142.7478,-312.0177,-179.4412,-165.6765,-96.32411,-181.8211,16.29389,-74.23368,-129.0434,-69.59776,-49.19307,-50.93514,-81.63971,-77.4924,-83.65536,-25.27969,112.6255,-83.02879,-72.00496,-136.577,-31.93932,-84.22525,-60.06005,-108.7742,-23.19017,TASK3T0
