segmentData1,segmentData2,segmentData3,segmentData4,segmentData5,segmentData6,segmentData7,segmentData8,segmentData9,segmentData10,segmentData11,segmentData12,segmentData13,segmentData14,segmentData15,segmentData16,segmentData17,segmentData18,segmentData19,segmentData20,segmentData21,segmentData22,segmentData23,segmentData24,segmentData25,segmentData26,segmentData27,segmentData28,segmentData29,segmentData30,segmentData31,segmentData32,segmentData33,segmentData34,segmentData35,segmentData36,segmentData37,segmentData38,segmentData39,segmentData40,segmentData41,segmentData42,segmentData43,segmentData44,segmentData45,segmentData46,segmentData47,segmentData48,segmentData49,segmentData50,segmentData51,segmentData52,segmentData53,segmentData54,segmentData55,segmentData56,segmentData57,segmentData58,segmentData59,segmentData60,segmentData61,segmentData62,segmentData63,segmentData64,labels
55.10146,-61.97886,-66.60346,-38.12757,-44.98284,-1.957449,161.9741,-63.88237,-50.9431,-107.6541,-95.61924,-110.3641,-33.37338,-5.884234,-71.71617,-102.5624,-133.4794,-169.968,-89.35478,-84.00156,-81.60706,-316.2758,-367.0443,-341.7466,-279.262,-216.0595,-207.6012,-111.0635,-318.4936,-210.5023,-31.92318,-182.0333,-230.2979,-204.4196,-179.0531,-159.1266,-150.7499,-118.5016,-165.3762,151.6228,-324.9327,-128.3292,-31.58296,-145.1114,-125.2045,-117.1872,-157.7263,-117.8223,-96.24776,-101.99,-130.9734,-126.9767,-113.4509,-180.4036,-82.42393,-159.9129,-124.4447,-155.6782,-85.42983,-117.7094,-82.68273,-29.15934,-52.57592,-54.54219,TASK1T0
-177.944,-182.847,-176.9195,-152.5705,-204.1646,-222.3214,-233.7132,-157.6624,-120.5305,-176.2353,-176.4387,-194.5989,-132.7933,-83.5525,-108.102,-122.0942,-165.3131,-194.6713,-111.8265,-106.6842,-83.84104,-412.6731,-409.3361,-380.9952,-452.7732,-206.114,-195.9065,-110.4303,-235.0432,-57.62975,103.8905,-59.43578,-138.3509,-136.3956,-105.6334,-79.39739,-65.80402,42.72684,4.266488,-120.5786,-61.4482,35.23183,-14.52958,-168.0298,-86.25325,-15.20297,-60.75118,-15.66714,1.303999,-11.86341,-40.05492,-26.4894,-16.31853,-94.60577,-59.85297,-53.39072,-37.89998,-72.9907,-5.554582,-16.13682,-4.90413,30.8939,16.71327,-14.80199,TASK1T0
65.05511,-33.25378,-39.35511,-11.53075,-20.93868,34.35158,206.8576,-4.596607,-11.19322,-76.43629,-73.52485,-84.56669,-0.598596,50.26175,-26.72273,-61.55408,-101.8867,-138.7882,-65.52768,-64.64301,-74.78771,-247.8721,-403.3134,-304.3076,-161.8223,-250.0878,-175.6294,-145.3323,-334.3224,-177.1854,-100.9152,-162.5811,-214.6793,-183.453,-164.3646,-150.6848,-175.1434,-168.0685,-79.13329,121.4115,-126.4336,-71.15657,-1.617154,-68.91146,-84.06807,-145.5444,-134.3917,-101.1029,-73.18614,-76.92659,-115.3157,-113.5665,-105.3493,-163.8838,-53.58841,-144.3127,-114.136,-146.5512,-64.26362,-64.57588,-80.65246,-22.80535,-38.04995,-49.91199,TASK1T0
-34.40815,-119.826,-124.3362,-97.44244,-144.3101,-144.67,-98.76913,-70.46374,-69.4585,-135.9779,-133.9691,-150.3637,-79.99028,-51.60719,-64.44695,-107.8638,-143.4781,-176.8952,-94.28871,-73.15979,-33.65851,-362.1837,-370.1399,-329.8407,-292.9384,-179.8917,-196.0652,-137.9483,-260.119,-133.9695,52.28193,-110.489,-181.5839,-154.2035,-92.58688,-28.58242,-23.18924,31.3993,-70.11673,255.9159,-230.0601,-11.24584,-100.1184,-191.4118,-115.9617,-42.80451,-104.3202,-77.56097,-69.82943,-82.68566,-112.3535,-109.8898,-98.39702,-172.7713,-101.5071,-122.0964,-103.8788,-157.626,-94.06464,-135.3334,-62.55429,-23.38138,-56.54647,-46.95491,TASK1T0
-99.11852,-144.5298,-140.7274,-113.9752,-143.057,-126.1377,-57.78601,-164.3295,-117.3448,-172.9523,-170.8736,-197.436,-156.6173,-193.1737,-124.8781,-141.2197,-178.8363,-224.7389,-160.89,-178.73,-193.9328,-457.9467,-426.2953,-420.3481,-407.6876,-306.6719,-257.9331,-234.9552,-404.7149,-152.6744,0.5249553,-133.0133,-216.7583,-219.1352,-208.8964,-187.7722,-317.5094,-228.2764,-109.9893,-143.2287,-153.6332,-33.83291,-33.08615,-122.1738,-112.9609,-126.3657,-121.8431,-77.93927,-56.60852,-56.68115,-92.41614,-94.74193,-92.27429,-159.2984,-66.67952,-101.5411,-80.56855,-120.2529,-51.92987,-55.83466,-46.76376,4.243445,-7.823827,-24.82616,TASK1T0
-50.80895,-119.2404,-119.4933,-100.2688,-144.5619,-141.2354,-154.1199,-2.006693,-25.37339,-105.8112,-123.9302,-135.7757,-47.00604,48.89241,-13.51667,-42.8733,-94.04585,-140.3041,-50.78307,-35.0302,-3.405205,-287.3831,-382.5817,-409.2405,-275.2211,-161.1467,-168.109,-96.32925,-187.8299,-112.5098,51.54795,-79.77827,-150.2647,-117.5058,-72.61797,-46.48413,-83.42868,40.49331,35.37192,26.20908,-12.36999,-22.47946,5.008328,-95.21223,-15.97977,-24.61373,-10.99983,-0.1817275,-0.4696417,-17.5898,-44.51423,-44.65574,-32.14153,-100.7258,-25.30561,-67.68002,-62.48417,-99.82318,-31.48664,-27.2041,-44.13408,0.2031432,-21.35744,-53.54369,TASK1T0
-138.8198,-162.2468,-153.413,-115.3777,-148.0739,-130.9677,-60.49707,-228.171,-134.7887,-172.976,-161.5864,-167.402,-102.7002,-37.46509,-142.6981,-159.573,-182.7211,-209.0407,-127.7368,-119.2542,-100.6026,-314.9235,-430.5514,-315.7395,-394.8462,-280.412,-217.9039,-185.3738,-346.3827,-183.4616,-87.0132,-138.7493,-202.5166,-179.4183,-136.2612,-86.77519,16.31695,-69.23575,-46.54366,80.79478,-166.3775,-4.018685,-63.89809,-185.7394,-107.6821,-113.8841,-73.40574,-33.8467,-37.60246,-48.69344,-91.0737,-87.46725,-89.37304,-165.4412,-126.8985,-73.56139,-68.47992,-125.531,-57.14175,-62.57322,-48.09743,5.000684,-16.21609,-9.601731,TASK1T0
65.41692,-71.80244,-98.60155,-92.93267,-142.6057,-129.8467,-60.06575,46.25789,-13.53477,-108.4071,-137.7351,-163.4,-108.869,-133.5156,14.17002,-47.46706,-107.8829,-162.168,-103.0261,-111.5186,-115.9462,-326.7611,-392.9764,-377.7961,-199.03,-286.3018,-189.6228,-187.3025,-338.9173,-158.7599,48.96233,-61.27931,-155.5636,-140.6093,-101.2968,-43.65327,-168.7601,-125.3282,-69.38998,-0.3130945,17.49872,-1.521217,-79.50011,-125.3813,-48.37887,-65.70028,-77.62225,-37.37353,-7.293211,-14.01667,-40.02906,-48.01495,-46.29287,-120.4817,-28.17429,-76.1904,-56.74726,-97.64116,-35.38947,-35.17463,-31.24389,15.90466,1.66531,-36.74385,TASK1T0
-119.2646,-130.5773,-118.0519,-89.76274,-121.6181,-97.69533,-41.46556,-103.9135,-69.824,-132.9707,-135.5078,-151.1492,-82.72757,-57.38998,-66.33292,-97.96021,-135.9416,-176.5635,-108.4096,-101.4999,-82.75359,-443.8823,-374.7371,-376.9701,-311.3312,-176.45,-206.7248,-215.1911,-216.0691,-39.2396,66.17822,-99.56539,-182.0447,-172.6009,-137.8603,-103.3205,-284.4093,-77.21687,-35.03216,16.6467,-153.059,4.090105,-15.59458,-91.7982,-113.4175,-116.4185,-99.92191,-71.5231,-81.21951,-87.50571,-123.8104,-128.8299,-123.734,-196.9893,-117.7085,-119.1355,-124.452,-173.2196,-120.1376,-133.7211,-90.70924,-51.5858,-84.10558,-67.96949,TASK1T0
-127.6265,-179.5593,-187.5429,-158.6643,-208.2326,-208.4367,-246.4335,-182.3923,-128.8963,-188.8194,-201.0656,-211.931,-164.1995,-124.1911,-129.9413,-146.9758,-183.2818,-230.6605,-151.2432,-146.4021,-134.233,-326.8119,-442.2941,-428.4846,-395.061,-252.4254,-246.3738,-171.8839,-283.8747,-236.1484,-24.03746,-132.6552,-206.2297,-190.2706,-160.3916,-124.9522,-81.39336,-4.536626,24.15339,112.0179,-108.0048,-57.84243,-20.44457,-160.2593,-58.48463,-79.51374,-69.33215,-25.91483,-18.41702,-24.22095,-48.57765,-53.17125,-49.8414,-117.0676,-25.99447,-59.73959,-53.83894,-97.83931,-24.53622,-25.64469,-4.866118,43.33382,24.24344,27.00329,TASK1T0
