segmentData1,segmentData2,segmentData3,segmentData4,segmentData5,segmentData6,segmentData7,segmentData8,segmentData9,segmentData10,segmentData11,segmentData12,segmentData13,segmentData14,segmentData15,segmentData16,segmentData17,segmentData18,segmentData19,segmentData20,segmentData21,segmentData22,segmentData23,segmentData24,segmentData25,segmentData26,segmentData27,segmentData28,segmentData29,segmentData30,segmentData31,segmentData32,segmentData33,segmentData34,segmentData35,segmentData36,segmentData37,segmentData38,segmentData39,segmentData40,segmentData41,segmentData42,segmentData43,segmentData44,segmentData45,segmentData46,segmentData47,segmentData48,segmentData49,segmentData50,segmentData51,segmentData52,segmentData53,segmentData54,segmentData55,segmentData56,segmentData57,segmentData58,segmentData59,segmentData60,segmentData61,segmentData62,segmentData63,segmentData64,labels
15.02436,22.96313,-6.406076,-41.03419,83.71307,41.06857,-25.15453,22.82072,-32.14229,-7.202781,19.82235,39.96823,50.49882,-55.86015,-11.04992,44.89996,0.4048187,14.73474,44.30469,38.78803,-20.86445,-312.6017,-261.4953,-352.2804,-178.754,-46.39022,-99.22864,-47.12429,-78.88015,-258.9191,-13.60717,-34.91585,-137.0025,-38.82597,19.73691,-8.503413,24.6423,-41.36742,-132.9387,48.69881,36.60117,71.30875,-209.9224,15.70894,14.2977,12.72152,-86.02831,42.93532,-26.39705,-20.50255,37.39363,49.01764,60.45028,20.32923,-67.80924,-47.64689,-22.72274,-3.660013,-0.9203702,26.19169,-21.77175,22.32055,-33.82162,96.72654,TASK3T0
-22.80971,4.005987,-11.99355,-39.37098,82.38879,45.70326,-27.16902,36.19212,-29.1461,6.712367,26.89319,57.78122,68.73862,-26.38402,2.730958,71.21654,27.72218,43.77837,78.06529,81.628,18.87788,-303.6033,-249.7592,-344.2829,-162.1892,-28.48597,-72.50867,-26.07719,-60.58943,-188.9639,30.3829,4.504225,-109.0301,-5.624567,42.19986,9.640853,47.73508,-18.82511,-94.48985,83.13744,50.0861,87.33225,-175.2921,40.84448,42.11537,43.18053,-53.83422,29.08046,6.90494,12.93179,65.29218,76.43409,84.89022,40.18333,-48.33969,-28.19687,9.431488,20.46838,-4.387916,30.13359,-0.421088,37.98673,-22.3744,90.51302,TASK3T0
15.42146,25.11149,2.886895,-34.16351,74.55995,35.12934,-23.10376,32.82113,-13.10372,5.809803,15.94291,45.31699,59.19194,-44.68891,-2.858073,57.72863,18.8404,24.26657,55.83687,58.01355,-21.95772,-340.4574,-278.4637,-359.0024,-200.9548,-70.70628,-98.04562,-54.12983,-88.32925,-274.2424,-30.03753,-39.30121,-152.6599,-47.37511,-6.823897,-26.15454,6.033669,-50.01684,-142.4413,55.38431,30.74589,43.08686,-209.0372,-11.4428,-0.7956863,-13.22048,-70.50366,26.7154,-46.84832,-31.10508,26.09462,32.19461,39.59244,-24.71308,-105.8702,-86.23498,-50.00589,-24.41363,-48.19335,-6.961057,-49.29287,-14.7244,-69.22947,60.548,TASK3T0
-23.67757,-17.06047,-47.25015,-86.60822,46.74234,1.36042,-69.24483,-17.7794,-70.56674,-43.51987,-19.18313,10.02598,37.64035,-78.56673,-40.64232,7.488704,-19.24709,-0.7522992,38.40259,31.02447,-33.84365,-321.8039,-271.2494,-370.2945,-168.0873,-43.55456,-105.9783,-54.65911,-101.3093,-210.546,11.46437,-19.36361,-132.6612,-26.79948,18.88287,-14.99763,20.05031,-46.08738,-105.1246,63.19959,-1.851285,86.7432,-205.9243,15.37596,-4.526212,18.23226,-75.58542,21.72819,-10.07783,-7.908573,55.92503,63.24983,80.98927,39.06111,-55.88656,-52.41315,-7.647301,16.29434,-2.226701,17.60865,-8.971743,34.88073,-18.5478,96.59413,TASK3T0
22.56533,32.91148,14.37357,-18.92716,108.37,67.32716,-10.28037,59.03894,-20.85816,16.04352,38.07748,74.1492,97.05018,-22.76259,25.19617,72.74441,35.12221,60.39826,95.67285,90.77995,23.3231,-295.0288,-223.3002,-310.7055,-178.7823,-16.93431,-50.93807,3.62328,-37.27106,-206.0946,22.09269,30.67987,-78.47095,27.38009,71.06765,45.68144,72.32721,-3.842375,-55.88328,103.4902,59.29491,63.77013,-177.2407,31.29215,35.61578,28.23528,-57.66147,27.32409,-2.840394,8.254754,67.55119,75.87914,79.46006,23.11742,-72.96827,-57.21423,-12.43968,9.783028,-17.77072,18.97467,-31.25617,24.63104,-34.78595,62.73719,TASK3T0
-16.56576,17.59428,8.331056,-21.31769,99.28367,58.3358,-12.95382,19.26207,-26.32426,10.57572,35.7247,65.85336,83.10816,-35.4701,-26.32369,56.20827,30.12556,53.69139,79.42268,73.02771,-9.620131,-313.8546,-266.0738,-354.933,-172.006,-37.53483,-92.05853,-37.92513,-88.90385,-222.2734,-2.21678,-14.8765,-116.076,-8.028962,21.73348,-2.611736,28.82824,-55.99289,-72.87514,86.42254,2.961107,56.1769,-224.8025,-6.960272,-23.27893,18.44737,-77.21181,40.13722,-23.19797,-7.860332,58.14585,61.89207,69.33997,8.42592,-78.53834,-88.30115,-27.01321,4.439296,-23.52724,30.28195,-36.03654,18.56274,-35.96667,72.03543,TASK3T0
-56.55849,-30.77727,-33.24146,-66.10406,64.23509,27.99028,-35.34532,4.934343,-50.08421,-16.14974,2.193645,47.45208,74.15237,-49.40877,-23.28304,36.4796,18.33813,37.85474,80.11798,83.57001,11.71808,-339.5526,-265.231,-353.6061,-184.5863,-53.20421,-90.38685,-30.52666,-70.94485,-231.5166,-3.24488,-4.593512,-131.5687,-2.260461,36.22743,12.63419,45.53223,-22.52654,-188.8435,103.466,7.288162,94.09997,-190.9528,25.88726,7.252729,49.13773,-38.22322,8.80718,16.17735,23.33342,86.45466,97.07347,111.0418,51.74596,-39.23706,-48.67716,10.62684,36.84832,4.955591,35.61758,-2.268147,44.39285,-7.858018,85.83147,TASK3T0
61.65842,41.38862,9.940095,-26.8104,99.00835,54.88826,-19.50334,38.13192,-19.15573,15.336,27.4226,75.01397,111.3071,-22.30192,6.055412,56.25743,38.33349,59.55117,97.77918,97.36794,12.77175,-317.3837,-251.3187,-336.847,-193.0209,-41.1357,-88.69296,-25.38239,-70.12681,-238.3588,-21.70805,-10.87948,-117.298,3.052598,29.27861,7.767624,39.23779,-21.58683,-15.63841,93.37901,3.805515,58.79196,-211.4214,1.364185,-17.75126,-0.5710666,-84.35893,1.289363,-36.00563,-25.70254,40.13062,43.24824,57.27935,-5.976429,-98.50799,-103.1262,-49.92717,-16.75596,-56.38695,-16.25648,-53.72195,-7.945915,-67.79398,35.95308,TASK3T0
-101.5976,-44.28083,-37.23777,-65.54761,63.97327,20.10208,-47.51939,0.8977775,-69.00867,-34.86683,-6.13833,34.41648,62.76439,-73.90057,-46.3591,6.112533,-9.708776,17.28405,51.46581,51.33599,-34.30836,-324.445,-260.955,-345.6807,-183.4148,-35.77651,-98.76427,-33.91373,-87.42126,-161.9384,20.21596,14.08728,-97.19709,5.576582,33.42472,7.203397,39.07472,-31.37052,-62.92776,89.51737,-18.66,48.77502,-243.4379,-5.095584,-24.30466,-1.369003,-85.27979,14.72271,-14.397,-0.8308829,70.26904,71.42244,83.28132,15.24705,-76.88935,-87.82912,-19.0135,21.6435,-20.82254,21.20061,-30.55647,27.96843,-21.1846,77.19537,TASK3T0
16.13827,16.71261,0.8564771,-28.80018,101.3799,64.36375,-15.64753,14.83459,-45.58103,2.746865,30.52979,73.8559,109.6636,-31.79918,-25.77666,47.47129,41.75242,68.42184,109.2569,106.6665,20.5756,-309.1215,-230.6655,-319.199,-181.4561,-32.56258,-59.95742,1.594437,-45.55273,-269.6685,-25.84096,-2.688212,-102.8589,24.77966,64.64317,46.67661,82.93521,-27.77198,-79.75218,131.1627,32.65897,83.16151,-183.536,24.06211,10.53676,29.35151,-57.09092,-3.68614,4.716425,23.03324,90.15636,99.5481,102.1023,42.80075,-53.65044,-59.79745,-0.955807,29.29739,-2.392046,30.20565,-27.55173,41.80979,-17.20016,65.66981,TASK3T0
